day,population,activities,time,time_in_minutes
Year 2014_Monday til Friday,60 - 74 years, Travel related to changing locality,00:50,50
Year 2014_Monday til Friday,Luxembourgish,Personal care,11:06,666
Year 2014_Monday til Friday,Luxembourgish,Sleep,08:23,503
Year 2014_Monday til Friday,Luxembourgish,Eating,01:46,106
Year 2014_Monday til Friday,Luxembourgish,Other personal care,00:58,58
Year 2014_Monday til Friday,Luxembourgish,Employment,07:28,448
Year 2014_Monday til Friday,Luxembourgish, Main job,07:37,457
Year 2014_Monday til Friday,Luxembourgish, Job seeking,02:42,162
Year 2014_Monday til Friday,Luxembourgish, Second job,04:52,292
Year 2014_Monday til Friday,Luxembourgish,Study,06:21,381
Year 2014_Monday til Friday,Luxembourgish, School or university,05:36,336
Year 2014_Monday til Friday,Luxembourgish, Homework,02:11,131
Year 2014_Monday til Friday,Luxembourgish, Free time study,01:23,83
Year 2014_Monday til Friday,Luxembourgish,Household and family care,03:07,187
Year 2014_Monday til Friday,Luxembourgish, Food management,01:03,63
Year 2014_Monday til Friday,Luxembourgish, Household upkeep,01:05,65
Year 2014_Monday til Friday,Luxembourgish, Making and care for textiles,00:57,57
Year 2014_Monday til Friday,Luxembourgish, Gardening and pet care,01:19,79
Year 2014_Monday til Friday,Luxembourgish, Construction and repairs,02:00,120
Year 2014_Monday til Friday,Luxembourgish, Shopping and services (excluding online services),01:10,70
Year 2014_Monday til Friday,Luxembourgish, Household management (excluding online services),00:44,44
Year 2014_Monday til Friday,Luxembourgish, Childcare (less than 17 years) ,01:36,96
Year 2014_Monday til Friday,Luxembourgish, Help to an adult household member ,01:38,98
Year 2014_Monday til Friday,Luxembourgish,Voluntary work and meetings,02:27,147
Year 2014_Monday til Friday,Luxembourgish, Organisational work ,02:15,135
Year 2014_Monday til Friday,Luxembourgish, Informal help to other households,02:10,130
Year 2014_Monday til Friday,Luxembourgish,Participatory activities,02:17,137
Year 2014_Monday til Friday,Luxembourgish,Social life and entertainment  ,01:15,75
Year 2014_Monday til Friday,Luxembourgish, Sociability,00:39,39
Year 2014_Monday til Friday,Luxembourgish, Visiting and receiving visitors,01:23,83
Year 2014_Monday til Friday,Luxembourgish, Culture,02:05,125
Year 2014_Monday til Friday,Luxembourgish, Entertainment ,01:55,115
Year 2014_Monday til Friday,Luxembourgish, Resting — Time out,00:30,30
Year 2014_Monday til Friday,Luxembourgish,Sports and outdoor activities ,01:44,104
Year 2014_Monday til Friday,Luxembourgish, Sports,01:40,100
Year 2014_Monday til Friday,Luxembourgish,Outdoor activities ,03:39,219
Year 2014_Monday til Friday,Luxembourgish,Hobbies and games,01:37,97
Year 2014_Monday til Friday,Luxembourgish, Arts,01:16,76
Year 2014_Monday til Friday,Luxembourgish, Collecting,00:50,50
Year 2014_Monday til Friday,Luxembourgish, Computing,01:23,83
Year 2014_Monday til Friday,Luxembourgish, Games,01:27,87
Year 2014_Monday til Friday,Luxembourgish,Media,02:34,154
Year 2014_Monday til Friday,Luxembourgish, Reading,00:55,55
Year 2014_Monday til Friday,Luxembourgish," TV, video and dvd",02:19,139
Year 2014_Monday til Friday,Luxembourgish," Listening to radio, music",00:38,38
Year 2014_Monday til Friday,Luxembourgish,Travel,01:39,99
Year 2014_Monday til Friday,Luxembourgish, Travel related to eating,00:31,31
Year 2014_Monday til Friday,Luxembourgish, Travel to/from work,01:02,62
Year 2014_Monday til Friday,Luxembourgish, Travel related to study,01:19,79
Year 2014_Monday til Friday,Luxembourgish, Travel related to household care,00:56,56
Year 2014_Monday til Friday,Luxembourgish, Travel related to voluntary work and meetings ,00:50,50
Year 2014_Monday til Friday,Luxembourgish, Travel related to social life,00:56,56
Year 2014_Monday til Friday,Luxembourgish, Travel related to sports,00:35,35
Year 2014_Monday til Friday,Luxembourgish, Travel related to changing locality,01:02,62
Year 2014_Monday til Friday,Portuguese,Personal care,11:31,691
Year 2014_Monday til Friday,Portuguese,Sleep,08:57,537
Year 2014_Monday til Friday,Portuguese,Eating,01:46,106
Year 2014_Monday til Friday,Portuguese,Other personal care,00:51,51
Year 2014_Monday til Friday,Portuguese,Employment,07:44,464
Year 2014_Monday til Friday,Portuguese, Main job,07:48,468
Year 2014_Monday til Friday,Portuguese, Job seeking,00:37,37
Year 2014_Monday til Friday,Portuguese, Second job,04:05,245
Year 2014_Monday til Friday,Portuguese,Study,07:06,426
Year 2014_Monday til Friday,Portuguese, School or university,05:39,339
Year 2014_Monday til Friday,Portuguese, Homework,02:11,131
Year 2014_Monday til Friday,Portuguese, Free time study,01:44,104
Year 2014_Monday til Friday,Portuguese,Household and family care,02:50,170
Year 2014_Monday til Friday,Portuguese, Food management,01:15,75
Year 2014_Monday til Friday,Portuguese, Household upkeep,01:12,72
Year 2014_Monday til Friday,Portuguese, Making and care for textiles,00:59,59
Year 2014_Monday til Friday,Portuguese, Gardening and pet care,01:14,74
Year 2014_Monday til Friday,Portuguese, Construction and repairs,01:39,99
Year 2014_Monday til Friday,Portuguese, Shopping and services (excluding online services),01:11,71
Year 2014_Monday til Friday,Portuguese, Household management (excluding online services),00:32,32
Year 2014_Monday til Friday,Portuguese, Childcare (less than 17 years) ,01:27,87
Year 2014_Monday til Friday,Portuguese, Help to an adult household member ,02:09,129
Year 2014_Monday til Friday,Portuguese,Voluntary work and meetings,01:44,104
Year 2014_Monday til Friday,Portuguese, Organisational work ,,
Year 2014_Monday til Friday,Portuguese, Informal help to other households,01:38,98
Year 2014_Monday til Friday,Portuguese,Participatory activities,02:09,129
Year 2014_Monday til Friday,Portuguese,Social life and entertainment  ,00:58,58
Year 2014_Monday til Friday,Portuguese, Sociability,00:39,39
Year 2014_Monday til Friday,Portuguese, Visiting and receiving visitors,00:57,57
Year 2014_Monday til Friday,Portuguese, Culture,02:50,170
Year 2014_Monday til Friday,Portuguese, Entertainment ,01:38,98
Year 2014_Monday til Friday,Portuguese, Resting — Time out,00:27,27
Year 2014_Monday til Friday,Portuguese,Sports and outdoor activities ,01:49,109
Year 2014_Monday til Friday,Portuguese, Sports,01:47,107
Year 2014_Monday til Friday,Portuguese,Outdoor activities ,02:30,150
Year 2014_Monday til Friday,Portuguese,Hobbies and games,01:26,86
Year 2014_Monday til Friday,Portuguese, Arts,02:34,154
Year 2014_Monday til Friday,Portuguese, Collecting,,
Year 2014_Monday til Friday,Portuguese, Computing,01:10,70
Year 2014_Monday til Friday,Portuguese, Games,01:18,78
Year 2014_Monday til Friday,Portuguese,Media,02:31,151
Year 2014_Monday til Friday,Portuguese, Reading,00:46,46
Year 2014_Monday til Friday,Portuguese," TV, video and dvd",02:26,146
Year 2014_Monday til Friday,Portuguese," Listening to radio, music",00:34,34
Year 2014_Monday til Friday,Portuguese,Travel,01:33,93
Year 2014_Monday til Friday,Portuguese, Travel related to eating,00:40,40
Year 2014_Monday til Friday,Portuguese, Travel to/from work,01:14,74
Year 2014_Monday til Friday,Portuguese, Travel related to study,01:19,79
Year 2014_Monday til Friday,Portuguese, Travel related to household care,00:55,55
Year 2014_Monday til Friday,Portuguese, Travel related to voluntary work and meetings ,01:00,60
Year 2014_Monday til Friday,Portuguese, Travel related to social life,00:45,45
Year 2014_Monday til Friday,Portuguese, Travel related to sports,00:36,36
Year 2014_Monday til Friday,Portuguese, Travel related to changing locality,,
Year 2014_Monday til Friday,Other nationalities,Personal care,10:56,656
Year 2014_Monday til Friday,Other nationalities,Sleep,08:12,492
Year 2014_Monday til Friday,Other nationalities,Eating,01:49,109
Year 2014_Monday til Friday,Other nationalities,Other personal care,00:56,56
Year 2014_Monday til Friday,Other nationalities,Employment,07:47,467
Year 2014_Monday til Friday,Other nationalities, Main job,08:00,480
Year 2014_Monday til Friday,Other nationalities, Job seeking,02:47,167
Year 2014_Monday til Friday,Other nationalities, Second job,02:32,152
Year 2014_Monday til Friday,Other nationalities,Study,06:12,372
Year 2014_Monday til Friday,Other nationalities, School or university,06:04,364
Year 2014_Monday til Friday,Other nationalities, Homework,01:46,106
Year 2014_Monday til Friday,Other nationalities, Free time study,01:40,100
Year 2014_Monday til Friday,Other nationalities,Household and family care,02:47,167
Year 2014_Monday til Friday,Other nationalities, Food management,01:01,61
Year 2014_Monday til Friday,Other nationalities, Household upkeep,01:00,60
Year 2014_Monday til Friday,Other nationalities, Making and care for textiles,00:49,49
Year 2014_Monday til Friday,Other nationalities, Gardening and pet care,00:49,49
Year 2014_Monday til Friday,Other nationalities, Construction and repairs,01:26,86
Year 2014_Monday til Friday,Other nationalities, Shopping and services (excluding online services),01:02,62
Year 2014_Monday til Friday,Other nationalities, Household management (excluding online services),00:40,40
Year 2014_Monday til Friday,Other nationalities, Childcare (less than 17 years) ,01:58,118
Year 2014_Monday til Friday,Other nationalities, Help to an adult household member ,01:02,62
Year 2014_Monday til Friday,Other nationalities,Voluntary work and meetings,02:03,123
Year 2014_Monday til Friday,Other nationalities, Organisational work ,04:17,257
Year 2014_Monday til Friday,Other nationalities, Informal help to other households,01:50,110
Year 2014_Monday til Friday,Other nationalities,Participatory activities,01:25,85
Year 2014_Monday til Friday,Other nationalities,Social life and entertainment  ,01:01,61
Year 2014_Monday til Friday,Other nationalities, Sociability,00:35,35
Year 2014_Monday til Friday,Other nationalities, Visiting and receiving visitors,01:20,80
Year 2014_Monday til Friday,Other nationalities, Culture,02:08,128
Year 2014_Monday til Friday,Other nationalities, Entertainment ,01:44,104
Year 2014_Monday til Friday,Other nationalities, Resting — Time out,00:26,26
Year 2014_Monday til Friday,Other nationalities,Sports and outdoor activities ,01:36,96
Year 2014_Monday til Friday,Other nationalities, Sports,01:36,96
Year 2014_Monday til Friday,Other nationalities,Outdoor activities ,,
Year 2014_Monday til Friday,Other nationalities,Hobbies and games,01:16,76
Year 2014_Monday til Friday,Other nationalities, Arts,01:31,91
Year 2014_Monday til Friday,Other nationalities, Collecting,,
Year 2014_Monday til Friday,Other nationalities, Computing,01:06,66
Year 2014_Monday til Friday,Other nationalities, Games,01:19,79
Year 2014_Monday til Friday,Other nationalities,Media,02:20,140
Year 2014_Monday til Friday,Other nationalities, Reading,00:58,58
Year 2014_Monday til Friday,Other nationalities," TV, video and dvd",02:09,129
Year 2014_Monday til Friday,Other nationalities," Listening to radio, music",00:39,39
Year 2014_Monday til Friday,Other nationalities,Travel,01:41,101
Year 2014_Monday til Friday,Other nationalities, Travel related to eating,00:29,29
Year 2014_Monday til Friday,Other nationalities, Travel to/from work,01:06,66
Year 2014_Monday til Friday,Other nationalities, Travel related to study,01:10,70
Year 2014_Monday til Friday,Other nationalities, Travel related to household care,00:55,55
Year 2014_Monday til Friday,Other nationalities, Travel related to voluntary work and meetings ,00:43,43
Year 2014_Monday til Friday,Other nationalities, Travel related to social life,01:06,66
Year 2014_Monday til Friday,Other nationalities, Travel related to sports,00:34,34
Year 2014_Monday til Friday,Other nationalities, Travel related to changing locality,,
Year 2014_Monday til Friday,Single person household,Personal care,10:37,637
Year 2014_Monday til Friday,Single person household,Sleep,07:54,474
Year 2014_Monday til Friday,Single person household,Eating,01:44,104
Year 2014_Monday til Friday,Single person household,Other personal care,00:59,59
Year 2014_Monday til Friday,Single person household,Employment,07:56,476
Year 2014_Monday til Friday,Single person household, Main job,08:05,485
Year 2014_Monday til Friday,Single person household, Job seeking,02:12,132
Year 2014_Monday til Friday,Single person household, Second job,,
Year 2014_Monday til Friday,Single person household,Study,05:04,304
Year 2014_Monday til Friday,Single person household, School or university,07:11,431
Year 2014_Monday til Friday,Single person household, Homework,02:32,152
Year 2014_Monday til Friday,Single person household, Free time study,01:21,81
Year 2014_Monday til Friday,Single person household,Household and family care,01:27,87
Year 2014_Monday til Friday,Single person household, Food management,00:39,39
Year 2014_Monday til Friday,Single person household, Household upkeep,00:41,41
Year 2014_Monday til Friday,Single person household, Making and care for textiles,00:38,38
Year 2014_Monday til Friday,Single person household, Gardening and pet care,01:21,81
Year 2014_Monday til Friday,Single person household, Construction and repairs,00:51,51
Year 2014_Monday til Friday,Single person household, Shopping and services (excluding online services),00:48,48
Year 2014_Monday til Friday,Single person household, Household management (excluding online services),00:40,40
Year 2014_Monday til Friday,Single person household, Childcare (less than 17 years) ,,
Year 2014_Monday til Friday,Single person household, Help to an adult household member ,,
Year 2014_Monday til Friday,Single person household,Voluntary work and meetings,01:45,105
Year 2014_Monday til Friday,Single person household, Organisational work ,05:20,320
Year 2014_Monday til Friday,Single person household, Informal help to other households,01:21,81
Year 2014_Monday til Friday,Single person household,Participatory activities,01:16,76
Year 2014_Monday til Friday,Single person household,Social life and entertainment  ,01:07,67
Year 2014_Monday til Friday,Single person household, Sociability,00:41,41
Year 2014_Monday til Friday,Single person household, Visiting and receiving visitors,00:49,49
Year 2014_Monday til Friday,Single person household, Culture,02:10,130
Year 2014_Monday til Friday,Single person household, Entertainment ,01:55,115
Year 2014_Monday til Friday,Single person household, Resting — Time out,00:20,20
Year 2014_Monday til Friday,Single person household,Sports and outdoor activities ,01:55,115
Year 2014_Monday til Friday,Single person household, Sports,01:55,115
Year 2014_Monday til Friday,Single person household,Outdoor activities ,,
Year 2014_Monday til Friday,Single person household,Hobbies and games,01:12,72
Year 2014_Monday til Friday,Single person household, Arts,01:13,73
Year 2014_Monday til Friday,Single person household, Collecting,,
Year 2014_Monday til Friday,Single person household, Computing,01:00,60
Year 2014_Monday til Friday,Single person household, Games,01:09,69
Year 2014_Monday til Friday,Single person household,Media,02:15,135
Year 2014_Monday til Friday,Single person household, Reading,00:51,51
Year 2014_Monday til Friday,Single person household," TV, video and dvd",02:13,133
Year 2014_Monday til Friday,Single person household," Listening to radio, music",00:21,21
Year 2014_Monday til Friday,Single person household,Travel,01:36,96
Year 2014_Monday til Friday,Single person household, Travel related to eating,00:31,31
Year 2014_Monday til Friday,Single person household, Travel to/from work,01:01,61
Year 2014_Monday til Friday,Single person household, Travel related to study,00:43,43
Year 2014_Monday til Friday,Single person household, Travel related to household care,00:45,45
