age,educ,exper,hours,wage,faminc,nkids,city
50,12,9,1260,2.7778,23600,1,1
49,12,13,1984,4.5716,18232,0,0
56,12,5,0,0,30200,0,1
39,12,6,1800,4.3884,16640,2,1
40,12,8,0,2.3118,10000,3,0
59,10,38,1872,4.5716,24000,0,1
52,12,10,1885,6.25,15200,1,1
38,12,19,1840,8.0357,32500,4,0
37,17,1,1404,0,42700,1,1
35,11,9,1656,2.7778,19180,3,0
47,17,6,1610,8.9286,42700,0,1
52,8,0,0,0,18300,1,1
37,14,13,2090,5.3713,28630,0,1
49,8,2,489,0.6564,19424,1,0
32,12,14,1221,4.2339,18200,2,1
46,12,19,2000,4,13126,1,0
36,10,20,2340,0.1282,11500,3,1
40,14,11,2500,4.4,24125,2,0
43,12,20,0,4.1667,13740,3,1
56,12,7,2000,2.375,11050,1,1
45,16,14,1910,4.0437,43210,0,1
36,14,9,1494,2.7778,36150,0,1
50,10,10,0,0,8400,1,0
31,10,11,1920,1.3472,6719,3,1
35,12,15,2110,1.749,19876,2,0
50,12,12,1664,2.9891,24751,0,0
39,11,19,760,3.5613,10776,1,1
52,15,29,0,0,17080,0,1
40,11,3,0,0,22897,4,1
50,12,11,0,0,30300,2,0
53,15,3,0,0,41500,0,1
51,10,10,0,0,5000,1,0
31,13,3,0,0,19022,3,1
33,12,5,0,0,18220,2,0
44,17,36,2208,8.0409,24669,0,1
44,9,3,0,0,24000,3,1
32,12,4,0,0,18290,4,0
35,12,14,0,0,10000,5,0
42,17,5,0,0,25700,2,1
33,12,5,0,0,23500,4,1
56,12,15,0,4.2347,22150,1,1
31,12,10,0,0,4000,2,0
34,10,4,1976,2.6738,26080,3,1
38,12,9,0,2.6375,23882,2,1
38,14,3,120,3.3333,30000,2,1
35,12,8,1500,2.882,35100,1,1
46,12,15,2032,7.5529,5380,0,1
48,16,15,1875,7.4024,31875,1,1
54,16,10,1984,3.1381,33100,2,1
30,12,11,120,2.6667,35000,2,1
53,12,7,0,3.5052,20200,1,1
37,12,1,0,0,28700,3,1
40,16,14,0,1.8824,16450,3,0
41,12,16,2025,5.4945,13399,2,0
30,12,14,1530,1.1111,22200,0,1
40,11,9,1680,25,36525,3,1
49,12,4,2480,1.607,39000,1,1
43,10,36,2750,2.3753,19434,0,1
44,12,15,0,0,18850,4,1
46,12,6,848,2.3585,15000,1,0
50,17,3,120,0,35600,2,1
43,12,11,90,3.9333,12198,1,0
38,12,22,1880,4.5645,7700,1,1
50,17,6,1040,2.4958,40005,2,1
58,12,26,0,1.5385,15850,1,1
42,11,11,1720,0,29000,1,0
46,12,13,15,2.6042,15500,1,0
31,12,1,1955,2.1545,20200,2,0
44,12,8,2014,4.5503,21014,2,1
47,12,5,0,0,21620,1,1
41,8,10,1589,0,12900,2,0
30,14,3,989,0,26040,2,0
44,12,2,0,0,18850,0,1
39,16,19,1663,2.1234,20957,0,1
49,12,2,0,0,21025,1,1
34,17,9,0,5.4945,20000,3,0
39,12,21,1984,2.3185,9400,2,0
48,17,5,0,3.825,45500,1,0
51,12,1,0,0,40250,1,0
35,12,17,0,0.1616,40250,2,0
38,13,3,0,0,18700,3,1
55,12,30,0,2.6871,14800,0,1
54,16,11,4950,10.249,62500,1,1
30,13,10,1969,2.9891,12077,1,0
30,14,10,2000,0,16050,2,0
33,12,29,1923,4.7872,26800,0,1
38,12,7,444,2.907,21450,1,1
41,17,10,794,0,63500,1,1
53,12,10,0,0,26680,1,1
31,16,7,0,8.9286,19000,0,0
30,11,11,1355,4.698,30300,2,1
46,12,4,0,0,23260,1,1
36,8,12,0,0,13400,1,0
46,16,0,675,6.2275,7774,3,1
37,14,3,1000,4.5455,40213,3,1
58,8,2,0,0,10592,0,1
40,12,19,3000,1,28300,0,1
53,6,15,413,0,17505,1,1
38,11,10,1120,8.0357,14090,3,0
56,12,24,1170,4.7986,40213,0,1
55,8,33,0,0,25500,0,0
46,12,2,0,0.9615,17635,1,1
46,12,6,0,0,25633,2,1
41,13,10,0,0,22582,2,0
41,16,7,0,2.7778,51000,1,1
43,11,10,0,0,19855,0,1
38,12,6,1128,2.1277,15519,1,0
59,12,35,2000,4.5,23300,0,1
48,9,1,0,0,14060,2,0
32,14,9,1920,5.8511,18100,2,1
52,12,17,952,3.6757,16370,1,1
49,16,1,0,0,10000,2,1
54,12,20,200,0,35207,0,1
30,12,17,2318,3.6694,28030,2,1
31,14,10,800,2.5554,23000,2,1
35,11,11,3120,3.4615,17800,4,0
48,12,4,0,0,17290,4,1
51,12,9,0,0,13072,1,0
56,12,14,1530,3.9557,22200,0,1
33,12,10,120,1.4815,22225,5,1
49,11,7,0,0,20968,1,0
42,13,6,0,0,31700,1,0
54,8,6,0,0,20000,0,1
47,12,10,0,6.25,14300,2,1
42,17,21,2205,8.6538,33552,3,1
40,11,20,1280,2.9891,15389,0,1
44,8,10,0,0,18874,5,1
36,16,4,384,2.7692,32650,3,1
30,16,5,0,2.3585,23600,2,0
33,12,4,900,1.6667,2500,2,0
50,12,13,1877,2.9891,30200,0,0
45,12,0,0,0,21950,0,0
51,12,11,0,0,33671,0,1
58,16,33,1920,6.6335,28000,0,1
56,9,6,0,0,12925,0,1
34,12,6,120,2.9167,15850,0,1
35,12,0,1300,2.2222,14000,3,1
50,12,29,1912,3.6687,19600,0,0
32,17,9,2312,4.599,31600,2,0
42,10,11,0,0,18400,3,0
48,12,4,0,0,41500,4,1
43,16,19,2215,3.445,33552,0,1
47,12,1,0,0,28363,3,1
35,13,6,270,1.641,25780,4,1
38,12,6,0,2.907,18000,1,1
49,12,14,1912,4.4595,42800,0,1
47,10,4,0,1.7778,37752,4,1
43,12,3,0,2.4069,18900,2,0
43,12,15,0,0,21000,2,1
30,17,5,1080,2.2222,42700,2,1
40,12,15,0,0,27092,4,1
31,12,13,2014,4.4687,21000,2,1
51,12,6,0,0,21900,0,1
43,12,8,1089,4.7269,22050,2,1
32,12,14,0,3.1381,24500,2,1
35,12,7,1355,0.6642,18000,3,0
32,12,14,1912,3.1381,24500,0,1
31,9,7,760,1.0938,35641,3,1
54,12,10,0,1.1594,29553,0,1
55,12,19,1120,8.0357,24600,0,0
39,15,8,1264,4.1667,14000,1,1
50,12,6,2000,2.4631,30650,2,1
45,12,14,0,1.6264,29400,2,1
43,14,13,0,2.9762,37250,3,0
40,12,21,0,3.7901,35641,0,1
34,17,22,1456,5.123,18550,2,1
49,12,33,2144,6.25,17635,0,0
44,12,10,1600,4.0541,24669,2,1
31,11,6,1153,4.7688,20300,3,1
39,12,21,160,2.7778,13000,2,0
30,15,1,0,0,22000,1,1
43,12,17,1446,2.907,22000,4,1
35,12,0,0,0,6000,4,1
33,12,13,0,0,15000,3,1
39,12,15,900,1.4154,17000,4,1
45,10,1,0,0,30000,2,0
38,9,1,0,0,18900,3,1
34,12,2,0,0,18900,3,1
49,12,9,630,2.0635,20460,1,0
44,12,6,0,0,13126,3,1
36,10,10,0,0,15500,3,0
58,12,23,2090,3.445,26921,1,1
59,16,25,2000,5.3713,58500,0,1
49,12,10,0,0,24800,0,1
39,12,21,1158,4.6875,20425,1,0
57,12,20,0,0.3826,30419,0,1
42,16,9,757,4.6235,14300,1,1
42,7,8,0,1.1987,16200,3,0
49,12,0,240,1.2227,62500,0,1
34,17,12,1600,8.0409,21950,0,1
47,10,7,0,0,12646,0,1
34,17,15,2064,2.931,19000,0,1
45,12,6,1663,3.5461,24860,1,1
47,12,14,2025,4.0625,40000,0,1
47,14,9,0,2.7778,51000,0,1
41,14,0,0,0,30800,4,1
47,12,4,234,2.5641,16500,1,0
34,12,9,1728,0,13700,0,1
43,12,4,0,0,9952,0,0
37,12,17,2064,4.3956,55000,3,0
34,13,1,456,1.0965,7300,3,0
44,12,1,0,0,18900,0,1
45,12,6,0,0,37300,0,1
37,12,3,0,1.6,24000,4,1
51,14,14,0,0,21014,1,1
39,12,4,0,0,15189,3,0
32,15,4,0,1.6667,15150,1,1
34,14,9,690,1.1594,14800,1,0
31,17,3,215,1.6264,23300,5,1
54,12,13,0,1.8605,35020,2,1
35,17,12,1886,5.2326,23600,0,0
36,12,8,2261,4.063,24900,1,0
47,12,4,0,0,5550,5,0
51,10,20,0,0,15632,0,0
57,12,6,15,1.9,52645,0,1
45,15,1,0,0,50300,2,0
46,12,13,0,0,37300,2,1
48,12,13,1728,9.5057,22000,0,1
40,11,5,0,0,19876,1,1
36,12,4,1939,3.1975,21152,2,1
41,12,16,2540,2.4484,7044,1,0
38,14,30,1456,3.825,21152,1,1
51,10,18,0,0,10876,1,0
47,12,10,0,0,13350,0,0
31,12,4,1939,3.1975,26500,2,1
35,14,3,413,3.3333,24250,3,1
33,13,3,0,0,18214,4,0
42,12,3,0,0,12405,2,1
31,12,14,2014,0,10000,3,1
50,12,6,0,3.2134,24350,2,1
36,12,5,1170,1.7108,24400,4,0
47,12,12,0,0,5550,5,0
50,15,10,1960,0,16450,0,1
32,12,12,561,3.7879,28900,3,1
53,11,15,0,0,12916,0,1
43,12,10,0,0,9952,0,0
45,11,11,630,2.0635,24860,1,1
39,13,7,0,1.6927,21850,5,1
49,10,20,1280,0.5,18000,0,1
52,12,2,0,0,33100,0,1
30,16,3,0,0,24350,2,1
44,14,14,1089,8.5551,16510,0,1
43,9,17,4210,2.3753,20320,0,0
52,13,19,215,4.5351,34700,2,1
47,14,19,2000,8.9286,27900,0,0
55,12,15,0,0,16000,0,1
39,12,9,1600,1.9724,29650,2,1
36,17,6,1984,6.5826,39100,2,1
32,17,7,215,0,16245,3,1
47,12,10,0,0,17700,1,0
45,14,1,0,5.2521,68035,2,1
30,11,5,0,0,10027,4,0
36,12,3,537,0,19022,2,1
40,17,25,1640,5.3713,23300,2,1
31,12,13,1830,8.0409,51200,2,1
34,12,5,0,0,30200,0,1
46,14,7,210,2.1143,8234,0,0
36,13,9,1516,2.9762,26100,1,0
49,15,14,1720,2.931,21195,0,0
45,12,13,2000,1.599,22582,0,0
36,8,15,3225,3.4014,29000,3,0
47,14,10,584,6.8493,32600,0,1
59,12,20,0,0,17258,0,1
54,12,9,420,0,22846,2,1
47,16,6,1264,8.19,48800,5,1
49,8,0,0,0,14400,0,1
47,12,1,0,0,18200,1,0
49,12,1,0,0,15000,0,0
57,12,33,0,4.3365,28000,2,1
53,17,8,0,0.5,35020,0,1
44,12,24,1101,2.1798,23820,2,1
57,13,18,1589,3.25,22679,0,1
40,10,12,1750,2.5429,11203,2,0
30,14,12,135,2.2222,14000,2,1
55,12,11,0,4.8966,32500,2,1
45,10,20,0,0,7608,0,0
35,16,7,0,0,28450,1,1
33,13,13,1440,3.2143,32600,0,1
34,12,9,1250,1.6,22660,4,0
58,12,1,0,0,16576,0,0
44,9,1,0,0,18900,0,1
32,16,19,1960,9.5785,17080,0,0
43,12,9,997,2.2668,29300,2,0
56,12,5,0,0,38700,1,1
46,12,0,0,3.3333,30650,1,1
46,12,20,860,3.2558,20460,1,1
43,12,23,2205,5.123,35641,1,0
42,16,0,0,2.1429,24106,1,1
43,11,8,0,0,16860,3,1
59,9,11,732,0,18550,0,1
47,13,3,0,0,24000,0,1
54,13,11,4210,3.0952,17000,0,1
38,16,12,784,5.8065,28030,1,0
49,12,2,489,0.6564,15150,1,0
36,12,2,0,0,16658,1,0
39,14,0,0,0,24000,8,1
38,17,15,848,0,16000,3,0
45,12,5,2014,2.3896,28600,1,1
44,11,15,450,2.0635,16400,1,1
37,12,2,0,0,12405,1,0
38,12,2,0,0,15150,1,1
43,17,15,345,4.5503,21950,2,1
51,9,20,0,0,19700,3,0
48,12,10,1960,6.6327,34000,1,0
47,12,3,120,4.4859,21120,3,1
53,12,2,0,0,22500,0,0
34,12,11,120,0.4762,15850,0,1
55,12,6,0,0,19000,0,0
36,12,14,0,1.4815,16450,3,0
44,10,9,105,2,14884,0,0
47,5,9,1230,2.0325,16400,0,1
38,14,14,1880,2.7778,26500,3,1
32,16,5,0,0,28630,3,1
40,12,6,160,0,40250,1,1
42,16,3,0,3.2313,19022,2,0
48,16,12,0,6.8493,42700,0,1
35,16,7,0,3.9683,16450,3,1
34,12,12,0,0,19392,2,0
33,16,37,3000,2.9167,33600,2,1
30,12,1,490,4.0816,18000,1,1
42,13,5,2215,2.4457,30600,0,1
34,12,19,1579,5.4585,28900,1,0
54,12,27,1923,3.2096,22502,0,1
45,16,24,2208,8.6538,33570,1,0
34,12,16,0,1.1594,12100,2,1
49,12,8,0,0,13810,1,0
48,11,6,0,1.0965,20968,1,1
41,14,8,0,0,27000,3,1
53,12,0,0,0,23000,0,0
47,12,6,0,0,19000,1,1
37,11,2,630,0,24860,1,1
32,12,14,1984,0,17200,2,0
30,17,5,0,0,17930,4,0
54,12,24,660,4.6875,18000,0,1
45,12,25,1052,3.0952,23980,0,0
41,12,2,782,1.5345,12077,1,1
52,14,11,0,4.9819,30600,0,1
49,12,7,1838,0,43550,1,1
34,12,6,456,1.0965,5330,3,0
41,12,4,1610,3.354,16310,1,1
34,12,19,1008,1.6,14136,2,1
48,8,0,0,0,14025,0,1
44,12,2,0,0,21700,2,0
46,9,14,1910,4.3066,18550,3,1
35,12,4,1656,0,18874,4,0
49,12,2,0,0,16736,2,1
33,16,6,0,6.9444,24000,0,1
30,12,8,0,0,19392,3,1
38,12,19,1632,1.2019,13900,0,0
32,16,19,1952,5.123,34550,5,1
51,12,21,240,4.1489,16310,4,0
52,12,26,1428,1.7108,6114,0,0
32,13,2,1952,10.249,24466,2,1
30,12,3,75,1.6,10020,0,1
54,12,8,0,0,34000,1,1
32,6,4,0,0,27092,2,1
40,7,6,2045,0,21972,4,1
48,11,6,0,0,20968,2,1
32,12,8,0,0,16600,1,0
36,17,5,690,6,22050,1,0
39,13,14,1170,0.2137,16370,3,1
50,12,10,0,0,17500,1,1
35,17,6,450,25,13300,3,1
36,12,10,548,4.5918,14000,3,1
48,12,5,0,0,26868,1,0
54,12,19,0,0,14450,2,1
45,12,10,337,2.9674,23750,0,1
42,12,9,1803,4.5503,35910,4,0
56,15,10,0,2.8571,52600,0,1
43,16,11,2000,1.1217,79750,2,1
40,12,5,0,0,28200,2,1
30,13,12,0,0,16150,2,1
30,12,9,0,0,20968,2,0
33,12,6,780,1,19007,4,1
47,16,7,0,3.2313,56100,0,1
50,12,11,1664,1.2019,26350,0,1
45,7,1,0,0,30000,4,0
32,11,4,0,0,14750,4,1
40,12,14,4210,2.3753,16300,0,1
50,14,6,0,1.3889,29400,1,1
37,17,25,1969,2.6738,19237,4,0
37,11,11,1300,1.8892,19000,3,1
54,12,23,215,1.8605,13900,0,0
33,11,1,0,0,21040,3,1
50,10,10,0,0,8400,1,0
53,7,10,0,0,10700,0,0
46,12,17,0,2.3753,20320,2,1
54,15,6,0,0,20000,1,1
35,17,9,2000,22.5,36000,2,1
35,11,10,610,3.886,24760,2,1
54,6,18,200,0,35207,1,1
51,12,18,90,0,8117,0,1
36,12,1,0,0,9090,2,0
33,12,5,0,0,21700,4,1
46,16,10,1830,4.0437,28316,2,1
51,12,18,0,0,8117,0,1
31,14,6,0,0,28000,2,1
54,16,10,0,0,33856,0,1
37,14,15,2025,6.8677,30600,0,1
34,10,4,1976,0.1282,16308,0,1
54,16,33,3225,3.0416,35100,0,0
51,12,14,0,3.25,23100,4,1
32,10,1,1080,2.2324,11431,2,0
51,13,11,537,0.3826,15420,1,1
46,16,13,1568,2,25704,1,0
41,12,18,0,0,10027,1,0
54,12,3,200,1.75,35207,0,0
54,12,13,0,0,22200,0,0
54,9,0,0,0,11225,0,1
32,12,0,0,1.2245,30650,4,1
30,12,3,0,0,26040,2,1
47,16,8,120,3.5052,28316,0,1
45,12,25,2220,4.0541,19365,0,1
36,12,1,0,2.2255,12048,4,1
51,10,21,0,0,8300,0,1
53,16,14,480,23.467,66300,2,1
47,16,2,0,0,24466,3,1
44,12,4,610,4,42430,4,1
51,14,14,893,1.7442,23000,2,1
39,12,30,1413,0,23000,0,1
33,10,0,0,0,8100,3,0
48,12,11,610,2.7174,58500,0,1
56,16,1,0,0,16576,0,0
45,17,7,1984,4.0816,48800,3,1
45,16,11,720,3.6687,33600,0,1
39,12,6,2000,2.3896,16500,1,1
47,12,2,252,0,34000,2,1
46,12,10,0,0,23260,0,1
46,12,24,860,0,2400,1,1
56,9,1,0,0,16576,0,0
50,12,35,1785,3.4174,12260,0,0
37,12,7,112,2.6786,15810,3,1
34,12,4,0,0,15700,2,1
37,12,21,3120,4.4,32600,1,1
46,11,2,1000,2.7174,8337,2,1
35,16,7,2040,6.2275,7774,2,0
39,16,29,1728,5.787,15200,0,0
37,12,5,300,0,13900,3,0
30,12,0,0,0,25100,2,0
53,12,11,0,2.882,23426,1,1
32,12,16,690,6.25,14800,0,1
45,12,6,50,3.46,14700,2,1
36,16,8,0,0,11225,3,1
48,12,25,460,3.4091,14000,1,1
33,12,14,120,3.3333,14000,3,1
49,11,29,610,4.0984,16000,0,1
47,12,22,1216,2.7961,8300,1,0
50,12,13,1670,3.4014,16084,0,1
48,12,3,0,0,18600,1,1
41,6,23,2058,3.55,15150,1,1
48,17,16,0,1.3889,22172,1,1
32,16,24,1875,8.6111,30000,2,0
39,11,12,0,0,24470,3,1
36,12,15,3000,6.6327,18200,4,1
43,16,6,0,3.0769,44988,5,1
37,12,7,3120,1.7821,32600,1,1
40,12,2,200,0,26680,2,0
42,11,0,690,0,15897,1,1
58,13,14,0,0,12077,0,1
30,12,1,1158,2.2324,32300,2,1
36,12,7,561,2.7778,20425,3,1
35,12,6,0,0,17400,3,1
51,8,10,1880,3.5931,24135,0,1
42,14,5,0,2.5,16450,2,0
38,12,13,0,0,7840,8,1
37,12,8,1440,3.7879,40000,0,0
48,12,30,1020,7.8431,15150,0,0
43,12,9,860,3.3159,10550,0,0
36,12,26,3686,5.787,24800,0,1
32,17,7,2490,6.25,50900,3,1
31,16,6,0,2.5729,24900,3,0
43,14,24,1610,5.3061,24400,3,0
31,13,6,1939,2.8054,14300,1,0
36,12,18,0,0,15825,2,0
33,16,11,135,0,17290,2,1
32,15,7,584,2.9674,28626,2,1
50,11,12,1040,1.3472,24860,0,1
45,13,4,0,0,29650,0,1
51,12,9,0,0,26680,1,0
48,9,1,0,0,14060,2,0
36,5,1,780,1.641,10455,3,0
45,16,4,0,0.3826,24125,1,1
46,8,27,1080,2.4457,7000,1,0
50,12,29,112,3.0952,21972,0,1
46,16,26,0,0,24125,2,1
34,16,21,480,4.0984,25100,4,1
55,14,28,1920,0.1616,58500,0,1
38,16,11,0,0.4762,22000,4,1
46,14,7,0,0,24800,2,1
37,12,10,352,0,37600,2,0
33,12,5,0,0,18220,2,1
34,12,14,532,1.1217,19840,2,1
47,11,16,2208,3.7879,21660,1,1
52,14,23,1600,1.4815,28000,1,1
46,10,28,2205,25,3305,0,0
45,12,4,0,0,21700,1,1
51,15,20,105,2.3585,18500,1,0
48,12,7,0,1.6264,21620,3,1
30,16,7,1275,1.7108,24795,2,1
54,12,11,1413,3.6694,29774,1,1
46,12,15,2064,4.0437,48300,1,1
46,9,19,610,3.6694,13250,2,1
45,12,9,0,0,17350,0,1
33,11,4,1878,3.0277,16640,2,0
48,12,10,0,0,2400,0,1
57,12,24,2000,2.9,16682,0,1
51,12,7,0,0,14756,1,1
54,16,35,1516,2.3747,26080,0,0
39,16,21,1664,2.3747,25872,1,0
56,12,0,0,0,26500,0,1
34,14,10,1264,2.4069,26350,3,1
36,16,14,160,0,30419,2,0
59,17,28,2000,8.4224,45500,0,1
48,17,9,0,1.7435,40500,0,1
31,11,8,550,0,23750,3,1
33,16,6,0,1.7442,23100,3,1
46,11,14,2040,5.6122,22000,1,1
58,9,23,0,0,8400,0,1
39,15,12,2480,3.2313,24479,6,1
43,12,6,0,2.1277,28200,2,1
44,12,3,0,1.75,35207,0,1
38,9,10,1490,4.698,21700,2,0
43,13,3,0,0,21850,1,1
55,12,33,0,0,17635,0,0
31,12,1,0,2.0833,15428,2,1
47,7,3,0,0,21800,2,1
34,17,15,0,0,18600,2,1
52,8,0,0,0,23000,0,0
45,12,2,630,2.0635,33100,1,1
34,13,2,413,8.5333,27000,3,0
48,12,4,0,0,24500,2,1
49,14,23,1878,0.1709,24860,2,0
42,12,17,2215,4.2877,25320,4,1
42,12,8,0,5.2521,21660,4,1
53,12,14,2058,4,22200,0,1
46,12,2,0,0,16120,1,1
50,16,33,2005,3.6948,26500,0,1
32,12,4,0,4.0984,14450,2,1
47,12,5,0,0,22000,2,1
36,12,3,44,0,27760,3,0
51,8,1,0,0,12090,1,1
38,12,10,1640,3.6585,17700,1,0
49,12,0,0,3.2134,39750,4,1
42,12,7,1128,0,11203,2,0
45,17,4,0,1.6667,42430,0,1
45,12,24,1486,4.8583,20957,1,1
35,11,5,0,2.5654,14545,1,0
52,8,0,0,1.641,23000,0,0
36,8,12,0,0,13400,1,0
43,11,2,0,0,21500,3,1
48,17,2,0,2.5,16300,1,1
31,12,14,1984,7.2146,16917,2,0
56,12,2,0,0,37752,1,1
34,12,11,1530,7.0968,39500,3,1
37,16,5,0,0,24479,2,1
37,12,6,782,1.5345,12077,1,1
55,7,20,0,0,13900,0,1
30,12,5,0,0,10660,3,1
52,17,13,1840,3.2558,29774,0,1
43,12,23,2208,4.5,18100,2,1
30,13,14,1878,4.6875,14756,2,1
39,12,11,2100,3.7879,31500,2,1
57,14,33,975,13.554,24717,0,1
45,14,8,0,0,20883,3,1
44,12,12,1550,3.3333,25633,2,1
39,9,2,1984,2.3185,10090,2,1
33,11,15,1878,5.7259,16640,0,0
37,13,10,252,0,8337,2,0
52,12,0,0,6.25,29500,0,1
48,11,4,0,0,17258,0,1
42,12,24,1250,3.6757,31800,2,1
45,12,7,0,0,22200,1,1
36,12,4,0,0,17640,3,0
52,14,2,150,4.1667,43210,0,1
40,12,1,0,0,35020,0,1
38,10,4,0,0,15830,2,0
56,12,29,2312,4.0541,15980,2,0
31,12,12,0,0,18000,0,1
38,10,8,528,3.7879,40000,2,0
51,12,10,240,0,18900,0,0
51,10,21,1440,4.7872,39750,0,1
40,12,4,0,1.6,22660,4,1
43,11,1,0,0,19855,1,0
47,6,23,2000,4.3295,10020,1,1
47,12,6,2030,2.4631,20610,0,1
30,17,7,1904,3.0277,30600,1,1
40,12,18,1600,1.5385,29150,1,1
47,14,29,15,8.19,20880,0,0
40,12,2,0,0,19000,2,1
46,12,26,1823,4.2347,18300,0,1
43,17,12,1680,18.267,22610,1,1
43,10,15,0,0,12400,2,1
48,12,24,2141,2.1262,20405,2,0
36,12,10,0,4.4859,19600,4,0
49,13,18,1803,6.9444,16000,0,1
44,12,4,0,0,13075,2,1
46,13,25,0,0,30000,1,0
37,12,8,0,0,12198,0,1
49,14,14,1720,3.377,35000,0,0
52,11,9,0,2,23600,1,1
39,17,29,2144,8.3333,32950,2,1
58,11,36,2110,4.5351,6719,0,0
45,12,7,2030,3.4615,12239,2,0
44,12,14,1678,2.205,17302,2,1
32,12,4,1791,10.249,51000,2,1
41,13,1,0,0,10020,4,1
44,12,3,0,0,18100,3,0
31,12,9,1458,8.0409,24000,2,1
51,12,14,528,3.7879,40000,2,0
44,12,17,1500,4.5503,16120,3,1
37,8,2,0,2.0164,10400,6,0
42,16,8,0,4.0816,40000,1,1
32,11,9,690,2.4638,15897,1,0
33,12,23,1960,3.4091,14100,1,1
37,12,11,120,2.0833,17290,2,1
58,5,7,0,0,22200,0,1
30,17,4,610,5.787,32275,0,1
57,5,0,0,0,6340,0,0
30,7,8,0,0,16200,3,0
49,10,3,0,0,18290,0,1
46,12,23,2058,2.931,15652,0,1
40,14,14,2110,4.0984,24795,3,1
35,15,16,1740,9.5785,24000,0,0
34,12,15,2000,1.1765,16658,8,0
38,13,7,346,5.8671,14000,0,0
49,17,33,3087,8.4224,42430,0,1
33,13,9,1224,1.3472,19180,3,1
52,5,26,0,0,6114,0,1
35,16,0,0,0,28450,4,1
37,12,1,0,0,28700,4,0
32,12,13,528,1.4154,18795,4,0
32,14,7,0,0,11550,2,1
32,10,1,1080,2.2324,11431,2,0
45,12,25,1458,1.8605,7774,0,1
44,12,5,0,0,40500,2,1
33,12,4,120,3.3333,23150,3,1
30,12,14,1877,1.6,29612,3,0
30,12,3,400,0,24135,2,1
44,12,33,2750,4.6235,22000,0,0
49,7,2,0,0,11000,1,1
42,12,14,740,4.4595,30800,0,1
32,12,9,1803,2.9762,24200,3,1
54,8,20,1220,0,13000,0,0
38,13,6,44,3.4091,37300,3,1
35,16,2,0,0,35000,4,0
47,13,36,1880,3.445,24000,0,0
44,16,8,0,0,20883,1,1
46,12,14,2318,4.1167,25516,0,1
47,12,6,0,2.4631,25700,0,0
57,6,10,0,0,6340,0,0
55,12,20,1728,6.5826,21700,0,0
50,13,19,1080,4.4444,56100,0,1
43,12,17,0,0,13075,1,1
30,12,15,526,0,22000,2,0
36,8,12,0,0,13400,1,1
32,14,7,0,8.1746,35600,3,1
53,7,0,0,0,10700,0,0
41,15,0,282,0,23057,4,1
30,12,0,0,0,15000,4,1
43,16,15,480,3.9609,20050,3,1
36,12,12,0,0,13400,1,0
36,15,14,2110,4.9763,15620,2,1
33,16,11,0,0,29000,2,1
32,9,21,1875,2.3185,9400,1,0
43,8,6,240,2.6375,6985,2,0
43,11,2,0,0,8234,3,1
34,12,16,1944,3.1728,19013,2,0
42,17,10,1880,6.9901,32590,3,1
47,14,3,480,10.204,30419,0,1
34,12,10,0,0,17730,4,1
30,12,9,1715,5.4167,35700,1,1
32,12,1,0,0,15000,2,1
42,12,10,0,2.882,14500,1,1
35,16,7,675,4.6667,22600,2,0
40,12,4,0,0,5330,2,0
52,16,19,0,4.0437,19900,0,1
58,12,6,0,2.5554,24479,0,1
60,16,24,732,2.6565,13300,0,1
44,14,1,0,0,23700,0,1
48,16,10,0,2.4725,28900,1,1
58,12,24,1960,4.2347,22200,0,1
40,12,6,2032,5.3061,18180,0,1
45,12,22,1621,8.19,16212,0,0
38,14,7,210,7.0968,30200,2,1
51,12,6,0,0,55000,0,1
45,12,4,0,0,37300,1,1
39,12,11,1410,4.9645,26080,1,1
51,13,9,1216,0,50300,1,1
35,16,13,1240,5.3713,30600,2,1
47,8,11,2030,7.2146,25700,0,1
48,12,4,489,0,2400,4,1
50,6,22,1440,0.8602,12405,0,1
36,12,2,420,0,17350,1,1
45,12,8,0,0,16200,2,0
50,15,4,1000,4.2877,28450,0,1
53,7,0,0,0,10700,0,0
54,14,19,0,2.3747,24751,1,1
43,12,2,293,3.3333,34000,2,1
52,12,26,1428,1.7108,6114,0,0
34,17,25,2480,6.6327,40500,1,0
36,12,5,0,0,6000,2,0
45,14,18,910,4.3956,19000,2,1
35,10,4,1225,4.5375,10776,2,0
57,12,24,988,4.8583,12077,0,1
35,12,6,0,0,25780,2,1
31,17,3,1040,7.2559,26100,1,1
32,12,7,0,0,11550,2,1
46,12,19,1670,2.2754,16476,0,0
36,17,2,1516,0,48300,1,0
49,10,14,1720,4,31431,0,1
44,10,12,160,0,18400,2,0
36,12,5,0,0,16700,2,1
50,12,19,1920,6.25,25633,0,1
42,16,33,1728,4.8583,25300,3,1
33,13,4,1173,0,40250,2,0
52,14,18,1791,4.9689,24106,0,1
34,9,0,0,0,7040,1,1
56,8,7,0,0,16073,1,0
44,12,10,0,0,32600,0,0
59,11,19,0,0,32300,2,1
41,14,4,0,0,30800,2,1
45,12,11,1101,2.7174,43210,1,1
45,12,5,1216,0,16225,0,0
43,10,17,1823,4.3884,12198,2,0
54,12,2,0,0,20950,0,1
40,12,14,1176,0,24686,3,1
45,12,25,772,2.2727,33000,2,1
52,17,24,1960,10.638,20405,1,1
48,12,28,1960,5.787,17500,0,1
44,12,2,0,1.5345,12077,1,1
43,15,6,0,0,20000,0,0
41,12,10,0,0,29553,1,1
33,12,4,900,1.6667,2500,4,0
