fatheduc,motheduc,nkids,faminc,huswage,hushrs,husage,huseduc,city,unem,inlf,mtr
7,7,0,28160,7.2362,1990,60,10,1,7.5,1,0.7215
7,12,0,17730,5.5147,1920,47,8,0,7.5,1,0.7215
16,10,1,22600,5,2200,55,12,0,11,0,0.6915
12,12,0,45500,7.2709,3680,52,14,0,7.5,1,0.52
7,12,0,14300,6.6519,1804,43,12,1,5,1,0.7215
12,7,2,10660,8.5069,1152,47,10,1,9.5,0,0.7515
7,7,0,17280,7.569,2000,60,9,0,14,0,0.7215
12,12,0,13900,5.102,1960,31,12,0,7.5,1,0.7215
7,7,2,20405,4.2206,1995,37,9,0,14,1,0.7515
7,7,0,7040,1.94,1100,55,8,0,3,1,0.7915
12,12,1,22150,7.8529,2016,54,12,1,7.5,0,0.6615
7,7,1,16600,5.5147,1904,56,8,1,14,0,0.7215
7,10,2,15900,3.8829,1777,50,16,0,11,1,0.7215
17,16,1,42700,16.745,1911,46,12,1,9.5,1,0.4915
9,7,1,63200,40.441,1360,49,16,1,5,0,0.4415
7,10,3,11500,3.7129,2020,37,8,0,7.5,1,0.7815
16,16,3,25100,7.75,2830,37,16,0,9.5,1,0.6915
12,12,1,31810,7.4101,2058,53,8,1,11,1,0.5815
7,7,4,19424,12.789,950,51,8,1,11,1,0.7515
7,10,1,13066,9.0029,1160,32,12,1,11,1,0.7515
7,7,5,15000,4.3413,2550,36,11,1,11,0,0.7515
3,12,2,21450,9.8485,1980,48,12,1,7.5,0,0.6915
12,10,0,33220,10.526,760,60,12,1,9.5,1,0.72
7,14,4,19870,9.1687,1926,38,17,0,7.5,1,0.7215
3,3,4,15632,6.5511,1848,49,8,0,14,0,0.7715
9,7,4,18232,9.1687,1748,33,17,0,11,1,0.7215
7,7,0,24795,3.8384,2250,47,7,1,7.5,1,0.6915
7,7,0,40900,11.218,2048,57,12,1,9.5,1,0.5215
16,3,2,19150,7.0352,1990,48,9,1,7.5,0,0.7215
10,7,1,24669,5.144,1944,55,10,0,9.5,1,0.6915
10,7,0,10660,4.6875,1920,46,11,1,11,1,0.7515
9,12,1,31106,7.971,2760,53,17,1,7.5,0,0.5215
12,14,2,17290,6.5511,2068,37,17,1,9.5,1,0.7215
7,7,1,13066,10,1680,46,12,1,7.5,0,0.7215
7,7,4,17045,8.2299,2390,38,14,1,9.5,0,0.7215
12,12,0,28141,7.4101,2058,51,8,1,5,1,0.6215
7,7,0,26350,11.153,3096,58,17,1,11,0,0.5815
7,10,1,15700,4.6053,1824,31,12,1,7.5,1,0.7215
10,7,2,25100,5.508,2496,54,10,0,5,0,0.7215
0,0,1,13400,4.287,2286,40,12,0,14,0,0.7515
7,7,3,21195,3.131,2338,42,9,1,7.5,1,0.6615
12,12,0,27300,10.984,1304,60,15,1,7.5,0,0.6215
7,7,5,15500,4.6217,2640,44,13,1,9,0,0.7515
10,10,2,11431,5,1950,35,10,0,5,1,0.7515
7,7,8,26250,6.2732,2152,46,10,1,5,0,0.7515
7,7,3,20528,7.6628,2088,39,11,0,9.5,0,0.7215
7,7,2,11000,5.1324,1694,47,11,0,5,0,0.7515
3,7,4,19600,6.0386,1656,45,12,0,14,0,0.7215
10,10,2,40005,10.823,2182,47,12,1,14,1,0.5515
12,10,0,21600,11.364,1920,56,12,1,7.5,0,0.6615
12,7,0,20200,6.6667,1920,59,13,1,7.5,0,0.6615
3,7,1,32300,9.7959,2000,34,12,0,5,1,0.5815
10,12,2,24600,5.8669,2284,35,13,0,7.5,1,0.6615
7,7,4,32685,8.3333,2794,40,12,1,7.5,0,0.6215
7,10,0,16860,3.8384,2448,46,11,1,14,0,0.6915
10,12,2,18520,9.6436,2068,36,12,1,11,0,0.7215
7,7,1,14545,4.5,2000,52,5,0,7.5,1,0.7515
12,12,0,21950,6.6775,2598,55,12,1,5,1,0.6615
7,12,2,16682,5.6922,2196,42,11,0,7.5,0,0.7215
7,7,0,20460,5.4545,2250,53,13,1,5,1,0.6615
7,12,4,18000,6.5844,2430,33,11,1,7.5,1,0.6915
12,12,2,16736,5.144,2115,53,8,1,11,0,0.7515
10,10,2,88000,40.509,2160,51,12,1,9.5,0,0.4415
12,12,0,22800,7.4101,2058,51,8,1,11,1,0.6215
10,12,1,31875,8.1776,2125,52,12,1,5,1,0.64
7,10,3,12916,2.3251,3660,31,12,0,14,0,0.7515
7,14,2,22995,10.913,1665,50,12,1,9.5,0,0.6615
12,12,0,31000,14.796,1528,46,17,1,11,0,0.5815
16,12,2,24686,4.4444,2640,48,12,0,7.5,1,0.6915
12,12,2,33570,7.2917,2400,44,17,1,7.5,1,0.61
7,7,0,22200,9.3333,2025,57,12,1,14,0,0.6615
7,7,3,24686,6.9149,2301,37,13,0,9.5,1,0.7215
7,12,5,28630,7.8168,3275,43,15,1,7.5,0,0.6915
7,10,1,22679,8.5366,2460,42,12,1,14,0,0.6915
16,16,0,29800,7.2308,2600,37,17,1,14,1,0.5515
12,7,0,35207,12.886,2460,44,16,1,7.5,1,0.5515
7,17,2,24686,6,2301,53,13,0,9.5,1,0.7215
3,3,0,37700,7.8529,2040,59,5,0,7.5,0,0.5815
12,12,1,16510,3.9838,2430,33,11,1,5,1,0.6915
3,7,0,29000,14.796,1960,55,13,1,14,0,0.5815
10,7,1,20957,6.9149,1880,43,12,1,9,1,0.6915
12,7,4,25872,8.7866,2390,37,13,1,9.5,1,0.6915
16,14,3,12870,5.1282,1560,33,14,1,7.5,1,0.7515
7,7,0,24500,7.9365,2450,51,12,1,9.5,0,0.6915
7,7,2,10867,2.7507,2690,44,9,0,14,0,0.7815
16,16,4,25633,9.0943,2046,47,16,1,14,1,0.6615
7,10,0,12800,3,2016,47,4,0,3,1,0.7215
3,3,0,12400,6.7407,1261,53,6,1,14,0,0.7515
7,7,5,15700,4.2098,3088,41,13,1,7.5,0,0.7515
3,12,3,96000,40.509,2940,40,16,1,7.5,0,0.4415
7,7,2,12239,4.5173,1680,43,4,0,14,1,0.7515
7,7,1,20968,4.1269,1955,46,8,0,3,0,0.7515
17,12,0,43550,16.5,2940,47,17,1,5,1,0.4615
7,7,0,22200,5.6738,2695,53,12,1,7.5,0,0.6915
12,12,3,24106,7.0769,3250,32,16,1,9.5,0,0.6915
10,10,2,20900,11.244,1976,37,17,1,7.5,1,0.6615
10,10,3,21500,3.8384,2400,39,8,1,11,1,0.6915
16,12,4,33100,11.765,2550,42,17,1,7.5,0,0.5815
10,7,0,33552,14.476,1848,51,12,1,7.5,1,0.61
7,12,8,16658,6.9767,2152,40,7,0,5,0,0.7515
7,3,1,28900,8.7634,2054,48,9,1,7.5,0,0.6215
12,14,4,41170,12.062,1760,45,16,1,9.5,1,0.5815
7,12,8,16658,6.2732,3443,40,10,0,3,0,0.7515
12,12,1,21100,5.0366,2284,55,10,1,9.5,0,0.7515
10,10,1,14300,4.7059,1795,56,9,1,9.5,1,0.7215
3,7,1,29612,11.562,1384,39,12,0,11,1,0.6615
3,3,0,23426,6.3636,1222,59,12,1,7.5,1,0.6915
7,7,0,28000,9.8039,2096,59,14,1,7.5,1,0.6215
7,3,0,10020,5.3112,1864,50,12,1,9,1,0.7515
10,7,0,12198,5.3476,1914,54,12,1,7.5,1,0.7215
9,9,0,24795,6.1239,2776,40,11,0,9.5,0,0.6915
12,12,0,24500,9.6354,2350,46,14,1,9.5,1,0.6215
10,10,5,18874,7.52,2256,45,10,0,14,0,0.7515
7,12,0,15100,7.4879,2040,51,12,1,14,1,0.7515
12,12,1,6000,5.3571,1120,31,12,1,9.5,1,0.7515
14,7,4,32685,8.0769,3672,34,14,1,3,1,0.5515
7,7,1,16700,7.6843,1926,37,14,1,7.5,0,0.7215
3,0,0,9560,2.9631,1624,59,8,0,3,0,0.7515
7,7,0,37200,9.2105,2280,53,17,1,7.5,0,0.5815
7,7,1,12500,3.1863,2040,36,12,0,7.5,1,0.7215
3,10,1,21384,5,2200,42,12,0,11,1,0.6915
7,12,1,27000,9.1702,2544,39,12,1,7.5,0,0.6215
7,7,2,28316,9.2971,2200,42,16,1,5,0,0.6915
14,12,4,15000,5.8824,2550,45,11,1,14,0,0.7515
16,12,4,18300,4.1451,2640,39,17,0,7.5,1,0.6915
7,10,2,22000,9.375,2500,30,14,1,5,0,0.6615
7,3,2,24850,9.2308,2448,54,11,1,9.5,1,0.6615
7,12,3,40213,11.931,2053,46,16,1,7.5,1,0.5515
17,14,0,35020,11.107,2151,54,17,1,11,0,0.5515
7,12,1,17635,0.7038,2420,46,3,1,7.5,1,0.9415
7,7,1,28700,8.6382,1968,51,11,1,11,1,0.6615
3,3,4,7500,2.6667,1840,44,6,1,7.5,0,0.7915
7,7,1,16150,3.5807,2817,55,8,0,3,0,0.7215
16,16,2,8630,5.4759,1920,39,12,1,5,0,0.7515
10,12,0,14884,10.417,2024,49,11,1,11,1,0.7515
12,10,5,10000,4.8638,2056,30,12,0,7.5,0,0.7715
7,7,1,29553,13.243,2178,57,10,1,9.5,0,0.5815
7,7,2,19840,5.3527,2410,49,10,0,7.5,1,0.6915
7,7,2,30419,11.888,1770,48,17,1,5,1,0.5815
12,12,2,18965,8.8765,1665,56,17,1,14,0,0.6915
3,10,0,16200,2.1194,2470,60,10,1,7.5,0,0.7515
3,10,0,8300,1.0898,2383,43,12,0,7.5,0,0.7515
7,7,1,35641,7.2709,2008,40,9,1,5,1,0.6215
7,7,3,17640,4.6154,2048,41,12,0,5,0,0.7515
14,16,2,29850,10.833,1904,49,17,1,9.5,1,0.5215
7,7,3,12260,4.5122,1640,48,9,1,11,1,0.7515
12,14,1,79750,12.805,2499,46,17,1,9.5,1,0.4415
10,12,0,27850,8.5102,2732,43,13,1,7.5,0,0.6215
10,12,2,9600,2.9528,1944,46,7,1,9.5,1,0.7515
12,12,1,22800,18,880,39,17,0,11,0,0.6615
14,12,0,30200,5.7054,1980,58,12,1,7.5,1,0.6215
10,12,2,17300,8.1081,2216,31,17,0,7.5,0,0.6915
7,14,0,16000,7.7519,2064,53,12,1,11,0,0.7215
7,7,4,19900,4.686,1880,36,10,1,5,1,0.7515
7,7,0,28069,8.3333,2400,46,12,1,7.5,1,0.61
7,14,1,27400,11.594,2070,31,16,1,9,1,0.6215
7,12,4,22846,6.2339,2420,40,12,0,5,0,0.6915
10,12,4,68035,17.826,2794,38,13,1,5,1,0.4415
16,12,3,27850,13.725,1530,40,17,1,14,1,0.6615
7,12,2,23820,5.8824,2040,33,12,0,5,1,0.6915
16,16,0,8630,5.1894,1690,44,13,1,5,0,0.7915
7,7,1,23000,8.2604,2058,37,13,1,11,1,0.6615
7,9,0,12925,7.2072,2146,57,12,1,9.5,0,0.7215
7,10,1,18400,4.8843,3300,33,12,1,14,1,0.6915
14,12,3,27300,10,2183,40,12,1,9.5,1,0.6915
17,12,2,45250,18.724,2016,34,16,1,5,0,0.4915
17,12,2,24135,7.2222,2250,36,17,0,5,1,0.6915
12,7,1,18232,4.3457,2832,53,14,0,11,1,0.6915
7,7,2,19000,10.193,1864,42,12,1,11,0,0.6915
3,7,2,68035,16.907,1670,54,8,0,7.5,0,0.4415
7,7,0,10700,1.48,3481,53,9,0,7.5,0,0.7515
7,12,2,24055,5.6634,2880,48,16,0,14,1,0.6615
16,14,1,32685,7,2413,51,16,1,11,1,0.5515
7,7,2,14800,7.6754,1152,36,13,1,9.5,1,0.7215
12,12,3,12090,5.6738,3260,35,17,1,7.5,0,0.7215
0,7,3,22500,4.2328,1968,39,7,0,7.5,1,0.7215
7,12,4,20300,4.7103,2520,40,10,0,5,1,0.7215
7,7,0,10592,1.4806,4334,58,8,0,14,0,0.7515
7,7,3,25700,5.087,2300,47,17,0,3,1,0.6615
7,7,4,24135,1.854,3120,40,12,0,5,1,0.6915
16,12,3,24000,13.725,1505,34,16,1,9.5,1,0.6915
10,12,2,18000,5,1800,50,8,1,9.5,0,0.7515
7,7,0,29500,6.3269,2924,51,12,1,7.5,0,0.5815
7,7,0,18300,4.4507,2192,55,12,1,7.5,0,0.6915
7,10,2,29800,15.429,1750,44,16,1,7.5,0,0.5815
12,14,0,16050,9.0659,1968,50,16,1,11,0,0.6915
14,12,1,24055,5,2570,54,17,1,7.5,1,0.6615
10,7,4,88000,40.509,288,45,17,1,9.5,1,0.4415
16,16,0,31700,8.8765,2874,51,16,1,11,1,0.5515
12,7,0,31810,7.4101,2058,51,14,1,9.5,0,0.6915
14,12,2,14209,5.9026,2033,47,12,1,9,1,0.7515
3,9,2,12925,7.2072,1554,57,16,1,7.5,0,0.7215
10,16,0,19500,7.569,2048,54,16,0,3,1,0.6915
17,12,1,10660,7.7994,1795,32,12,1,14,0,0.7215
12,12,0,24580,11.364,1848,56,12,1,14,0,0.6615
7,7,1,16200,5.6889,1928,44,12,1,11,1,0.7215
10,16,0,18550,6.3218,1995,57,12,1,5,1,0.6615
3,10,1,18500,7.8125,1920,44,10,1,5,1,0.6915
10,12,2,13300,8.7866,1530,43,17,1,11,0,0.7215
7,7,0,11203,5.1324,1677,47,11,0,5,0,0.7515
7,12,1,31431,6.6667,2400,43,12,1,9.5,1,0.5815
10,7,0,43210,12.744,2850,44,15,0,5,1,0.4415
7,3,1,13579,10.909,880,44,11,0,11,1,0.7515
7,12,0,26500,9.3204,2921,54,16,0,14,1,0.6215
10,10,0,16212,2.6961,2625,47,11,0,11,1,0.7215
10,14,0,21025,7.8529,2550,54,15,1,7.5,1,0.6615
17,16,0,31800,9.3235,2526,58,12,1,11,0,0.58
16,12,1,17200,7.8646,1920,34,12,0,11,1,0.7215
7,7,1,31100,11.594,2256,51,12,1,11,1,0.5215
10,10,5,20883,9.375,2008,45,16,0,14,0,0.6915
7,12,0,15500,4.0253,3478,53,12,0,11,0,0.7215
7,3,0,10020,5.3112,1864,48,12,1,7.5,1,0.7515
7,7,4,15100,5,2400,41,12,0,3,1,0.7515
7,10,4,13250,6.9758,1927,38,17,1,5,1,0.7515
12,12,2,26500,10,2500,37,14,1,7.5,1,0.6215
7,7,0,24669,3.5242,2010,58,12,1,9.5,1,0.6915
12,12,0,13000,2.6701,2304,48,11,0,5,0,0.7215
12,12,0,31000,9.058,1528,40,17,1,9.5,1,0.5815
7,10,4,15700,5.851,2033,40,11,1,11,0,0.7515
7,3,0,12400,5.3112,1864,48,12,1,7.5,1,0.7515
7,12,1,27000,8.577,2544,39,12,0,3,0,0.6615
7,10,4,14750,6.9215,2205,40,8,1,7.5,0,0.7515
7,7,1,16225,6.4834,2140,44,12,1,7.5,1,0.7215
12,12,2,27200,11.458,1932,48,17,1,7.5,1,0.6215
10,12,2,28626,9.375,2315,44,17,1,11,1,0.6215
9,9,1,29000,10.606,1710,41,17,1,11,1,0.64
3,7,4,16200,4.0625,1920,35,7,0,11,0,0.7815
10,7,3,12925,11.244,1080,50,12,1,7.5,0,0.7515
7,7,0,16476,8.3208,1920,56,10,0,9,0,0.6915
12,12,0,57300,16.667,2940,52,17,1,7.5,1,0.4415
3,3,1,66300,26.578,1505,47,15,1,14,1,0.4415
7,12,2,4000,0.7038,2595,39,14,1,9.5,0,0.8015
0,7,1,13120,1.8333,2610,35,12,1,7.5,1,0.7215
12,12,1,24800,4.1458,2456,48,16,1,11,1,0.6615
7,12,0,8400,2.3478,2301,60,8,0,3,0,0.7815
7,7,0,14700,8,2248,44,16,0,9.5,1,0.6915
7,7,0,11050,2.9528,2000,60,10,0,14,1,0.7715
7,12,1,25704,7.2805,4640,39,17,1,7.5,0,0.6215
7,10,1,15700,4.6053,1740,31,12,1,7.5,1,0.7215
10,12,0,14090,4,1827,50,12,1,7.5,1,0.7215
16,16,2,30419,6.5337,3120,48,16,1,7.5,1,0.6915
7,7,1,32000,11.411,1690,58,17,1,9.5,0,0.5815
7,12,6,37300,6.3269,3119,36,14,0,9.5,1,0.5815
7,7,1,19000,6.8966,1920,48,12,1,9.5,1,0.7215
10,10,4,30600,5.2423,1904,57,10,1,9.5,1,0.6615
10,10,1,15897,5.538,1896,44,12,0,7.5,1,0.7515
7,7,1,16370,10.913,1512,50,11,1,7.5,0,0.7215
7,12,2,21900,10.01,2088,55,15,1,14,0,0.6615
0,7,2,28316,7.9365,2184,49,8,1,11,1,0.6215
7,7,2,7720,2.4955,2805,31,10,0,7.5,0,0.7815
7,12,2,24686,9.0943,2420,42,12,1,5,0,0.7215
7,12,3,21700,4.4938,2016,40,12,0,3,1,0.6615
7,14,3,50750,19,2500,34,17,1,7.5,0,0.4615
3,10,0,8117,1.8437,2470,60,10,1,7.5,0,0.7715
17,12,2,48800,16.745,3234,41,17,1,9.5,0,0.4915
10,10,2,22610,7.8529,2390,43,13,1,9.5,0,0.7215
7,12,0,30018,12.287,2300,56,17,1,7.5,1,0.5815
10,12,5,19151,6.9888,2250,36,12,0,7.5,1,0.6915
7,7,5,40500,6.54,2895,30,14,1,11,1,0.6215
7,10,0,13755,4.8843,1920,59,8,1,7.5,0,0.7515
10,10,2,24000,7.9125,1988,37,12,1,7.5,1,0.6615
7,7,0,20300,0.5128,4684,38,17,1,7.5,0,0.6615
7,7,0,10700,1.48,3481,53,9,0,7.5,0,0.7515
12,14,0,17635,3.0395,2372,47,16,1,7.5,1,0.7215
14,16,2,29850,14.181,1904,43,17,1,14,1,0.61
7,7,1,14700,6.2278,2248,44,12,0,9.5,1,0.7215
12,12,3,48800,17.728,2053,46,16,0,14,1,0.5215
14,12,2,22650,4.3457,2832,53,8,0,11,1,0.6915
10,10,2,24000,6.5789,1976,34,16,1,7.5,1,0.6615
7,12,1,23882,6.7416,1780,46,10,0,9.5,1,0.6615
12,12,0,14000,2.951,3250,43,12,0,7.5,1,0.7215
12,16,0,24717,9.375,2450,59,17,1,11,1,0.6615
7,7,0,33671,6.277,2350,48,12,0,14,0,0.7215
12,7,2,13700,6.7416,1780,46,10,1,14,1,0.7215
12,12,1,27400,10.692,2070,34,16,1,5,1,0.6215
12,12,1,41800,12.794,2248,40,12,1,14,1,0.61
7,7,2,14450,7.1277,1880,55,8,1,14,0,0.7215
7,12,2,13700,9.2567,1587,47,12,1,7.5,0,0.7515
7,7,4,20460,8.3333,1020,47,12,1,7.5,1,0.7515
14,12,1,27300,10,2000,32,17,1,5,1,0.6215
12,7,0,31810,12.44,1705,55,8,1,14,0,0.6615
7,12,2,15389,4.8843,2144,46,12,0,5,1,0.7215
12,12,1,28069,11.153,2223,44,12,1,7.5,0,0.6215
7,3,0,22422,9.2972,1995,55,12,1,11,0,0.6915
16,12,4,21950,2.951,3432,43,12,1,9.5,1,0.6915
12,7,3,21500,8.3333,1748,44,14,1,5,1,0.6915
12,12,2,45205,6.54,3275,47,16,1,3,1,0.4915
12,12,3,21367,5.5,2046,49,12,1,14,1,0.7215
7,7,4,26820,10.24,2412,39,14,1,5,0,0.6615
7,10,5,24500,6.9149,3068,36,16,1,9.5,1,0.6915
12,12,3,57300,17.728,2053,38,16,0,5,1,0.5515
7,7,0,30000,12.287,2295,48,12,0,7.5,0,0.5815
7,7,1,34220,8.1776,2140,43,11,1,7.5,1,0.6215
12,7,1,43500,7.767,3380,56,16,1,11,1,0.52
12,12,7,21520,8.279,1993,32,16,1,11,0,0.7515
14,16,2,37250,14.181,2430,35,17,1,9.5,1,0.5815
7,9,2,35700,8.7719,2610,49,17,1,11,1,0.64
7,14,2,23600,11.929,1928,34,12,1,9.5,0,0.6615
12,7,0,17465,4.4818,2227,52,14,1,9.5,1,0.6615
10,14,3,24000,8.5,1980,34,16,1,14,1,0.6615
7,7,0,23500,9.2567,2895,56,12,1,14,0,0.6915
7,12,0,12807,2.217,3684,39,12,1,14,1,0.6915
12,12,0,23260,10.692,1645,49,8,1,14,0,0.6615
7,7,3,12367,6.4241,1785,48,10,0,7.5,0,0.7515
12,12,1,20800,5.0783,2875,45,12,0,7.5,1,0.6615
7,12,3,17930,4.6256,2690,32,12,0,5,1,0.7215
10,7,1,88000,40.509,2160,51,12,1,14,0,0.4415
7,14,2,18900,4.2328,1890,38,14,0,5,1,0.7515
14,7,1,31600,11.529,2342,48,14,1,11,1,0.61
7,3,2,14545,3.8246000000000002,2144,48,9,0,5,1,0.7215
7,12,1,5000,0.7038,3268,49,12,1,5,0,0.9415
10,7,3,15519,5.2632,1880,55,12,1,7.5,0,0.7215
7,10,0,15000,8,2423,37,14,0,7.5,0,0.6915
10,7,0,9380,4.0727,2750,52,7,1,7.5,0,0.7515
10,7,3,13120,1.8333,3000,35,12,0,7.5,1,0.7215
14,7,3,22600,9.0659,2184,38,8,1,7.5,0,0.6915
7,7,1,22650,5.3527,2776,49,10,0,7.5,1,0.6915
7,10,2,35910,10.022,2739,40,16,1,7.5,1,0.6215
10,10,0,23980,8.7912,1820,47,8,0,7.5,0,0.6615
7,7,3,30000,10,2500,50,10,1,14,0,0.6915
12,12,2,18000,5,2000,50,8,1,7.5,1,0.7515
16,16,2,17900,4.5769,2640,48,17,1,11,1,0.6915
3,7,1,28700,9.3525,1968,47,10,1,9.5,1,0.6615
12,14,3,23500,7.9125,2412,34,12,1,9.5,1,0.6615
7,10,3,42250,13.466,3119,47,13,1,5,0,0.4915
7,7,2,21800,8.4416,1864,42,9,1,11,1,0.6615
7,12,1,12077,5.2863,2524,34,10,1,9.5,1,0.7715
12,10,0,21500,5.9524,2400,44,12,1,11,1,0.6915
7,10,1,20957,5.1042,1920,56,8,1,7.5,1,0.6915
7,7,4,15000,5.8824,2776,45,12,1,14,1,0.7215
14,10,1,19876,9.0659,1850,40,16,1,7.5,0,0.6915
0,7,4,7840,9.0029,1430,34,12,1,9.5,0,0.8015
7,7,3,13126,1.8491,4640,50,8,1,14,1,0.7515
12,14,1,28200,3.4806,2921,50,9,1,5,1,0.7215
10,12,4,20968,5.4152,2216,33,16,0,7.5,1,0.7515
17,10,4,16245,7.1825,2520,34,16,0,5,0,0.7215
12,7,2,32500,9.3333,2350,49,10,1,14,0,0.7215
3,7,2,68035,40.441,1670,41,12,1,7.5,1,0.4415
7,10,0,49620,16.5,1000,46,12,1,14,1,0.4615
16,16,1,24900,7.2285,2041,46,12,1,14,1,0.6615
7,12,1,36200,13.126,2400,49,17,1,9,1,0.5515
7,7,2,34000,15.429,1750,47,14,1,7.5,0,0.64
12,14,0,19730,9.9474,1930,57,16,1,7.5,0,0.7215
12,12,0,30000,8.8351,2817,57,17,1,5,0,0.61
10,3,3,14500,5.8824,1840,37,17,0,5,1,0.7515
7,7,0,19500,6.6288,2112,30,12,0,7.5,1,0.6915
7,7,0,24900,6.528,2068,58,10,1,7.5,1,0.6215
10,14,0,26100,9.0029,2601,38,14,1,9.5,1,0.6615
14,16,2,36000,8.0769,2600,33,17,0,3,0,0.5515
3,7,4,2500,0.5494,3640,33,11,0,3,1,0.9415
10,12,3,37250,7.9709,2295,47,15,1,7.5,1,0.5215
7,7,0,18000,3.8864,3280,56,11,1,7.5,0,0.7515
7,10,0,13300,3.6846,2524,57,6,0,7.5,1,0.7515
7,14,2,21152,3.4277,3672,37,12,0,5,1,0.6915
17,12,0,42000,16.5,1760,42,16,1,14,1,0.4615
7,7,0,6719,2.7821,1840,51,12,1,7.5,1,0.7515
7,7,0,21014,8.25,2400,52,10,1,7.5,1,0.6615
10,12,1,27092,7.767,2570,49,12,1,5,0,0.6615
9,9,3,9450,1.8491,2700,42,14,0,14,0,0.7515
14,7,3,15825,3.8071,3157,31,10,0,9.5,0,0.7215
10,12,3,55000,12.478,2805,37,17,1,14,1,0.4615
7,16,0,28630,9.259,2916,50,16,1,7.5,0,0.5815
7,7,2,14027,4.6875,1920,46,12,0,5,1,0.7515
7,7,1,16225,5.2511,1928,44,12,0,11,1,0.7515
7,7,1,28600,7.8125,1920,44,10,1,5,1,0.6915
7,7,1,15150,7.5449,1926,46,14,1,7.5,0,0.7215
0,0,0,13000,4.4755,2860,49,8,0,3,0,0.7215
7,7,0,7608,1.3741,3432,50,11,0,7.5,0,0.7515
7,7,4,15100,5,2400,41,12,0,3,1,0.7515
12,7,1,17640,8.3369,2250,31,13,0,14,0,0.7515
10,14,3,24466,9.548,2200,42,17,1,14,1,0.6915
7,7,1,19151,9.3733,2010,54,15,0,14,0,0.6915
12,12,4,12807,4.2308,2350,42,14,1,7.5,1,0.7515
7,12,1,8400,2.3478,2300,60,8,0,7.5,0,0.7815
7,12,0,20300,7.1565,2096,59,14,1,7.5,1,0.7215
3,7,3,6800,0.4121,3307,36,4,0,7.5,0,0.7915
12,12,0,37600,15.686,2059,51,13,1,11,1,0.5515
9,12,4,33000,12.801,2695,42,16,1,9.5,0,0.5815
10,10,1,27092,7.767,2060,49,12,1,5,1,0.6615
9,12,0,25500,5.8366,2570,58,12,0,3,1,0.6915
7,7,0,14000,2.5783,3320,60,8,0,3,0,0.7215
7,7,2,17300,8.1081,1850,31,7,0,7.5,1,0.7215
7,10,0,10550,3.1863,2160,60,10,1,7.5,0,0.7515
9,9,3,13126,1.8491,4640,50,12,0,9.5,0,0.7215
12,7,1,32950,8.8351,2223,58,12,1,5,1,0.5815
3,3,2,7044,2.999,1960,47,12,0,14,0,0.7715
7,10,0,26820,9.3525,1668,47,7,0,11,1,0.6215
7,7,0,6114,1.5192,1896,46,8,0,11,1,0.7715
12,12,1,13390,5.0833,1800,45,12,0,11,0,0.7515
16,17,0,30018,8.8765,2640,56,17,1,14,1,0.5815
12,10,1,37300,14.114,1998,56,12,1,11,0,0.5515
9,7,0,18300,5.3333,1875,49,12,0,3,1,0.6915
7,12,0,32000,12.22,2295,58,12,1,9.5,0,0.5815
3,10,3,27000,7.5,2400,32,12,1,9.5,1,0.6615
0,10,1,27760,6.9103,1950,54,16,1,7.5,0,0.6215
7,7,0,8311,13.542,288,51,11,1,14,1,0.7515
7,7,1,10660,9.5238,1867,46,13,1,14,0,0.7515
17,16,0,35020,11.107,2701,55,12,1,5,0,0.5815
7,7,2,25700,11.814,1587,39,12,1,9.5,0,0.7215
7,7,2,18190,4.2975,3644,50,12,0,3,1,0.7215
7,7,0,7850,2.6418,1840,53,12,0,14,1,0.7215
7,7,1,19900,9.5238,1261,52,8,1,14,0,0.7515
12,7,1,23100,9.3204,2000,39,9,1,14,1,0.6615
3,3,0,20320,6.9231,1040,49,16,1,11,1,0.6615
12,12,0,15500,8.3017,2140,45,12,1,7.5,1,0.7215
3,3,0,37700,7.8529,2040,59,5,0,7.5,0,0.5815
7,7,0,17045,5.851,1980,53,12,1,5,1,0.7215
12,12,1,18400,2.7821,3300,33,12,0,14,1,0.6915
7,12,3,6000,1.74,2000,40,11,1,11,1,0.8015
10,10,3,15000,4.2328,2352,38,12,1,14,1,0.7215
7,12,2,7700,5.6025,800,33,14,1,9.5,0,0.7815
12,12,4,18220,8.25,2750,34,15,1,14,0,0.7215
7,7,0,39000,12.766,1944,56,12,0,14,1,0.5215
7,12,1,19742,2.9686,2550,55,9,0,7.5,1,0.7215
7,7,0,23150,6.1111,2227,60,14,1,5,1,0.6615
7,7,0,7608,1.3741,3432,50,11,0,7.5,0,0.7715
0,7,2,12400,3.7875,2165,46,7,0,7.5,0,0.7715
7,10,4,23980,3.8367,3856,49,15,1,3,0,0.6915
9,12,3,19000,6.1818,2750,35,17,0,7.5,0,0.7215
10,7,0,31106,8.1633,2185,48,11,1,11,0,0.6915
3,3,1,26680,11.945,2185,57,13,1,7.5,0,0.6215
12,16,1,43550,13.959,2364,45,17,1,7.5,1,0.4915
10,12,0,14090,4,2000,35,12,0,3,1,0.7215
7,17,1,22897,8.5069,1920,49,15,1,14,1,0.6915
10,7,1,31106,8.0092,2185,57,9,1,7.5,0,0.6915
12,12,1,30300,7.7519,3680,47,17,1,7.5,0,0.5815
12,10,2,33100,11.411,2218,42,16,1,11,0,0.5815
3,7,3,39000,17.728,1936,38,12,1,9,0,0.5515
10,10,2,16860,4.4938,1875,46,12,1,14,1,0.7215
